Order,TapeID_N1,readDate_N1,arrayCode_N1,ROX,FAM,VIC,n_VIC,n_FAM,96well,384RowIndex,384ColIndex,Q,Sample,n_FAM CALL,CALL,TapeID_N3,readDate_N3,arrayCode_N3,ROX_N3,FAM_N3,VIC_N3,n_VIC_N3,n_FAM_N3,n_FAM CALL_N3,CALL_N3,384well,CONCORD
2768,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3647,3458,9244,2.534686043,0.948176583,,A,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3416,3040,9113,2.667740047,0.889929742,NEG,NOT DETECTED,A6,TRUE
2769,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2801,3852,189,0.067475901,1.375223135,,B,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3222,4234,103,0.031967722,1.314090627,NEG,VOID,B6,TRUE
2770,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2917,2882,7616,2.610901611,0.988001371,,C,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3303,3072,8936,2.705419316,0.930063579,NEG,NOT DETECTED,C6,TRUE
2771,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3440,4557,192,0.055813953,1.324709302,,D,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3116,4120,96,0.030808729,1.322207959,NEG,VOID,D6,TRUE
2772,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2779,2825,7715,2.776178481,1.016552717,,E,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2731,2708,7014,2.568290004,0.991578176,NEG,NOT DETECTED,E6,TRUE
2773,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2908,3944,198,0.068088033,1.356258597,,F,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2720,3535,68,0.025,1.299632353,NEG,VOID,F6,TRUE
2774,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2572,30951,8650,3.363141524,12.03382582,,G,6,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2826,33641,9422,3.334041047,11.90410474,POS,DETECTED,G6,TRUE
2775,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3024,4063,238,0.078703704,1.343584656,,H,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3076,4111,118,0.038361508,1.336475943,NEG,VOID,H6,TRUE
2776,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2828,2461,8354,2.954031117,0.870226308,,I,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2635,2352,6865,2.605313093,0.89259962,NEG,NOT DETECTED,I6,TRUE
2777,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3087,4191,209,0.067703272,1.357628766,,J,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3068,4077,116,0.037809648,1.328878748,NEG,VOID,J6,TRUE
2778,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3047,2918,8517,2.795208402,0.957663275,,K,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3002,2861,7174,2.389740173,0.953031312,NEG,NOT DETECTED,K6,TRUE
2779,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3350,4563,155,0.046268657,1.362089552,,L,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3066,4098,152,0.049575995,1.336594912,NEG,VOID,L6,TRUE
2780,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3155,3281,8067,2.556893819,1.039936609,,M,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2808,2734,6987,2.488247863,0.973646724,NEG,NOT DETECTED,M6,TRUE
2781,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2994,3989,155,0.051770207,1.332331329,,N,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2809,3770,58,0.020647917,1.342114632,NEG,VOID,N6,TRUE
2782,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3011,3022,7787,2.586183992,1.003653271,,O,6,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2744,2768,6452,2.351311953,1.008746356,NEG,NOT DETECTED,O6,TRUE
2783,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2878,3945,175,0.060806115,1.370743572,,P,6,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2772,3705,87,0.031385281,1.336580087,NEG,VOID,P6,TRUE
2784,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2781,2630,6994,2.51492269,0.945702985,,A,7,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3354,3061,8383,2.499403697,0.912641622,NEG,NOT DETECTED,A7,TRUE
2785,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2769,2800,6294,2.273022752,1.011195377,,B,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3165,3279,6010,1.898894155,1.036018957,NEG,NOT DETECTED,B7,TRUE
2786,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3504,3532,8863,2.529394977,1.007990868,,C,7,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2993,34623,8496,2.838623455,11.56799198,POS,DETECTED,C7,FALSE
2787,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3186,3173,8500,2.667922159,0.995919648,,D,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3035,2881,8029,2.645469522,0.949258649,NEG,NOT DETECTED,D7,TRUE
2788,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2528,29830,8683,3.434731013,11.79984177,,E,7,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2561,30296,7929,3.096056228,11.829754,POS,DETECTED,E7,TRUE
2789,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2515,30820,7922,3.149900596,12.25447316,,F,7,3,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3119,35230,8728,2.798332799,11.29528695,POS,DETECTED,F7,TRUE
2790,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2772,2625,7628,2.751803752,0.946969697,,G,7,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2978,2849,7366,2.473472129,0.956682337,NEG,NOT DETECTED,G7,TRUE
2791,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2799,2445,8177,2.9214005,0.873526259,,H,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3004,2779,7671,2.553595206,0.925099867,NEG,NOT DETECTED,H7,TRUE
2792,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2544,2487,7497,2.946933962,0.97759434,,I,7,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2773,2530,7161,2.582401731,0.912369275,NEG,NOT DETECTED,I7,TRUE
2793,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2866,2733,8214,2.866015352,0.953593859,,J,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3077,2886,7978,2.59278518,0.937926552,NEG,NOT DETECTED,J7,TRUE
2794,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2689,30870,9600,3.570100409,11.48010413,,K,7,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2761,33199,9543,3.456356393,12.02426657,POS,DETECTED,K7,TRUE
2795,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3267,3380,8513,2.605754515,1.034588307,,L,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2971,2847,7651,2.575227196,0.958263211,NEG,NOT DETECTED,L7,TRUE
2796,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3244,3324,8165,2.516954377,1.024660912,,M,7,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2876,2845,6865,2.386995828,0.98922114,NEG,NOT DETECTED,M7,TRUE
2797,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2627,2662,7117,2.709173963,1.013323182,,N,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3011,2914,7559,2.510461641,0.967784789,NEG,NOT DETECTED,N7,TRUE
2798,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3185,3257,7887,2.476295133,1.022605965,,O,7,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3093,3165,7240,2.340769479,1.023278371,NEG,NOT DETECTED,O7,TRUE
2799,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3261,3207,8187,2.510579577,0.983440662,,P,7,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3275,3232,7789,2.378320611,0.986870229,NEG,NOT DETECTED,P7,TRUE
2800,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3526,38296,11005,3.121100397,10.86103233,,A,8,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3298,37745,11012,3.338993329,11.44481504,POS,DETECTED,A8,TRUE
2801,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2755,3822,192,0.06969147,1.387295826,,B,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3318,4401,103,0.031042797,1.326401447,NEG,VOID,B8,TRUE
2802,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3230,3145,8529,2.640557276,0.973684211,,C,8,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3253,3088,8618,2.649246849,0.94927759,NEG,NOT DETECTED,C8,TRUE
2803,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2752,3819,102,0.037063953,1.387718023,,D,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2559,3388,72,0.028135991,1.32395467,NEG,VOID,D8,TRUE
2804,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2749,3334,7622,2.772644598,1.212804656,,E,8,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2839,2726,7827,2.756956675,0.960197253,NEG,NOT DETECTED,E8,TRUE
2805,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2662,3651,202,0.075882795,1.371525169,,F,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3101,4057,103,0.033215092,1.308287649,NEG,VOID,F8,TRUE
2806,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2672,2551,7521,2.814745509,0.954715569,,G,8,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2971,2735,7911,2.662739818,0.920565466,NEG,NOT DETECTED,G8,TRUE
2807,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2554,3560,225,0.088097103,1.393891934,,H,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3013,4028,111,0.036840358,1.336873548,NEG,VOID,H8,TRUE
2808,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2670,2346,8023,3.004868914,0.878651685,,I,8,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2791,2463,7756,2.778932282,0.882479398,NEG,NOT DETECTED,I8,TRUE
2809,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3477,4625,156,0.044866264,1.330169687,,J,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3064,4080,108,0.035248042,1.331592689,NEG,VOID,J8,TRUE
2810,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2349,2293,7101,3.022988506,0.976160068,,K,8,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2745,2658,6977,2.541712204,0.968306011,NEG,NOT DETECTED,K8,TRUE
2811,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2843,3881,199,0.069996483,1.365107281,,L,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3034,4056,90,0.02966381,1.336849044,NEG,VOID,L8,TRUE
2812,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2416,29435,6455,2.671771523,12.18336093,,M,8,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2493,30105,7093,2.845166466,12.07581227,POS,DETECTED,M8,TRUE
2813,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3241,4279,74,0.022832459,1.320271521,,N,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3086,4107,96,0.031108231,1.330848995,NEG,VOID,N8,TRUE
2814,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3103,3167,7683,2.475990976,1.020625201,,O,8,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3206,3228,7470,2.330006238,1.006862133,NEG,NOT DETECTED,O8,TRUE
2815,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2972,3920,133,0.044751009,1.31897712,,P,8,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3372,3996,3035,0.900059312,1.185053381,NEG,VOID,P8,TRUE
2816,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,4097,3927,9576,2.33731999,0.958506224,,A,9,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3137,2776,8884,2.8320051,0.8849219,NEG,NOT DETECTED,A9,TRUE
2817,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3873,3724,9869,2.548153886,0.961528531,,B,9,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3224,2957,8420,2.611662531,0.917183623,NEG,NOT DETECTED,B9,TRUE
2818,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3267,36950,10333,3.162840526,11.3100704,,C,9,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2585,30624,8026,3.10483559,11.84680851,POS,DETECTED,C9,TRUE
2819,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3482,3467,8881,2.550545663,0.995692131,,D,9,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2556,2528,6469,2.530907668,0.989045383,NEG,NOT DETECTED,D9,TRUE
2820,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2640,2526,7826,2.964393939,0.956818182,,E,9,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2618,2544,6611,2.525210084,0.971734148,NEG,NOT DETECTED,E9,TRUE
2821,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2643,2524,7591,2.872115021,0.954975407,,F,9,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2908,2742,7113,2.446011004,0.942916094,NEG,NOT DETECTED,F9,TRUE
2822,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2835,2682,7899,2.786243386,0.946031746,,G,9,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2884,2718,7551,2.618238558,0.942441054,NEG,NOT DETECTED,G9,TRUE
2823,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2553,14349,7958,3.117117117,5.620446533,,H,9,3,POOL00008710,PLOD,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2797,15233,7761,2.77475867,5.446192349,PLOD,VOID,H9,TRUE
2824,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2477,30977,7197,2.905530884,12.50585386,,I,9,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2645,31774,8501,3.213988658,12.01285444,POS,DETECTED,I9,TRUE
2825,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2770,2723,7300,2.635379061,0.983032491,,J,9,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2944,2816,7292,2.476902174,0.956521739,NEG,NOT DETECTED,J9,TRUE
2826,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2680,2591,7268,2.711940299,0.966791045,,K,9,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2956,2798,7654,2.589309878,0.946549391,NEG,NOT DETECTED,K9,TRUE
2827,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2885,2975,7655,2.653379549,1.031195841,,L,9,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2995,2900,7534,2.515525876,0.968280467,NEG,NOT DETECTED,L9,TRUE
2828,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2940,34233,7638,2.597959184,11.64387755,,M,9,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2840,34210,8459,2.978521127,12.04577465,POS,DETECTED,M9,TRUE
2829,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3094,3145,7715,2.493535876,1.016483516,,N,9,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3158,3037,7667,2.427802407,0.961684611,NEG,NOT DETECTED,N9,TRUE
2830,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2436,28990,6802,2.79228243,11.90065681,,O,9,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3020,35077,8858,2.933112583,11.61490066,POS,DETECTED,O9,TRUE
2831,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3033,34144,9893,3.26178701,11.25750082,,P,9,3,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3124,35597,9871,3.159731114,11.3946863,POS,DETECTED,P9,TRUE
2832,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,4252,3967,10509,2.471542803,0.932972719,,A,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3401,3122,8581,2.523081447,0.917965304,NEG,NOT DETECTED,A10,TRUE
2833,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3894,5011,106,0.027221366,1.286851567,,B,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3234,4363,100,0.030921459,1.349103278,NEG,VOID,B10,TRUE
2834,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2885,2821,7634,2.64610052,0.977816291,,C,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3285,3142,8470,2.578386606,0.956468798,NEG,NOT DETECTED,C10,TRUE
2835,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2600,3692,185,0.071153846,1.42,,D,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3120,4153,103,0.033012821,1.331089744,NEG,VOID,D10,TRUE
2836,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3416,3399,8738,2.557962529,0.995023419,,E,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2663,2584,6525,2.450244086,0.97033421,NEG,NOT DETECTED,E10,TRUE
2837,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3470,4588,144,0.041498559,1.322190202,,F,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2761,3523,69,0.024990945,1.275986961,NEG,VOID,F10,TRUE
2838,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3164,3032,8467,2.676042984,0.958280657,,G,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2737,2594,7545,2.756667885,0.947753014,NEG,NOT DETECTED,G10,TRUE
2839,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2707,3828,239,0.08828962,1.414111563,,H,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2557,3331,84,0.032850997,1.302698475,NEG,VOID,H10,TRUE
2840,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2248,27560,8792,3.911032028,12.25978648,,I,10,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2636,31944,9491,3.600531108,12.11836115,POS,DETECTED,I10,TRUE
2841,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2651,3686,219,0.082610336,1.39041871,,J,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3027,4062,115,0.037991411,1.341922696,NEG,VOID,J10,TRUE
2842,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2953,2985,7570,2.563494751,1.010836438,,K,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2970,2811,7491,2.522222222,0.946464646,NEG,NOT DETECTED,K10,TRUE
2843,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2567,3511,249,0.09700039,1.367744449,,L,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2968,3981,100,0.033692722,1.341307278,NEG,VOID,L10,TRUE
2844,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2519,2579,6854,2.720921,1.023818976,,M,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2941,2898,7294,2.480108807,0.985379123,NEG,NOT DETECTED,M10,TRUE
2845,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3095,4068,24,0.007754443,1.314378029,,N,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2981,4019,107,0.035893995,1.3482053,NEG,VOID,N10,TRUE
2846,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3077,3141,7568,2.459538512,1.02079948,,O,10,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3094,3129,7370,2.382029735,1.011312217,NEG,NOT DETECTED,O10,TRUE
2847,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3072,4022,140,0.045572917,1.309244792,,P,10,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3112,4141,110,0.035347044,1.330655527,NEG,VOID,P10,TRUE
2848,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2997,2794,7147,2.384718051,0.932265599,,A,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3416,3153,8615,2.521955504,0.923009368,NEG,NOT DETECTED,A11,TRUE
2849,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3976,3856,9547,2.401156942,0.969818913,,B,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3226,3018,8080,2.504649721,0.935523869,NEG,NOT DETECTED,B11,TRUE
2850,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3409,3286,8827,2.589322382,0.963919038,,C,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3147,2979,8128,2.582777248,0.946615825,NEG,NOT DETECTED,C11,TRUE
2851,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2486,2391,7176,2.886564763,0.961786002,,D,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2522,2505,6279,2.489690722,0.993259318,NEG,NOT DETECTED,D11,TRUE
2852,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3712,3604,9755,2.627963362,0.970905172,,E,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2743,2593,6744,2.458621947,0.945315348,NEG,NOT DETECTED,E11,TRUE
2853,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3255,3359,8742,2.685714286,1.031950845,,F,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2543,2525,6521,2.564294141,0.992921746,NEG,NOT DETECTED,F11,TRUE
2854,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3452,3476,9060,2.624565469,1.006952491,,G,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3089,2801,8117,2.627711233,0.906765944,NEG,NOT DETECTED,G11,TRUE
2855,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2646,2343,8292,3.133786848,0.885487528,,H,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2653,2402,6682,2.518658123,0.905390124,NEG,NOT DETECTED,H11,TRUE
2856,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2376,2107,7280,3.063973064,0.886784512,,I,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2934,2589,7963,2.714042263,0.882413088,NEG,NOT DETECTED,I11,TRUE
2857,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3505,3446,9296,2.652211127,0.983166904,,J,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2961,2727,7971,2.691995947,0.920972644,NEG,NOT DETECTED,J11,TRUE
2858,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2492,2444,6932,2.781701445,0.980738363,,K,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2936,2826,7192,2.449591281,0.96253406,NEG,NOT DETECTED,K11,TRUE
2859,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2571,2615,7669,2.982886037,1.017113963,,L,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2929,2901,7470,2.550358484,0.990440423,NEG,NOT DETECTED,L11,TRUE
